artista,musica,observacao,tag
Yasuha,Flyday Chinatown,,
Yasuharu Takanashi,Natsu no Theme,Fairy Tail,anime
Yasuo & Giga,Electric Angel,Kagamine Rin & Len,vocaloid
Yeah yeah yeahs,Date with the night,,rock
Yeah yeah yeahs,Maps,,rock
Yes,Roundabout,CUSTA O DOBRO DE FICHAS Jojo's Bizarre Adventure,rock anime
Yiruma & Skullee,River Flows in you (a love note),,
Ylvis,The Fox (what does the fox say?),,pop
Yngwie Malmsteen's Rising Force,Red Devil,,Rock Metal
YOASOBI,Ano yume wo nazotte,,j-song
YOASOBI,Encore,,jpop
YOASOBI,Gunjou,,jpop
YOASOBI,Halzion,,jpop
YOASOBI,Haruka,,jpop
YOASOBI,Idol,Oshi no Ko,anime jpop
YOASOBI,Kaibutsu,Beastars,anime jpop
YOASOBI,Love Letter,,jpop 
YOASOBI,Mou Sukoshi Dake,,jpop
YOASOBI,Seventeen,,jpop
YOASOBI,Yasashii Suisei,Beastars,anime jpop
YOASOBI,Yoru ni kakeru,,jpop
YOASOBI,Yuusha (Frieren 2nd OP),Sousou no Frieren,anime
YOASOBI,Tabun,,jpop
Yoko Shimomura,Guile's Theme,Street Fighter,soundtrack
Yoko Shimomura,Hollow Bastion,Kingdom Hearts,soundtrack
Yonezu Kenshi,Peace Sign,Boku no Hero Academia,anime
Yorushika,Deep Indigo,,jrock
Yorushika,Ghost in a Flower,,jrock
Yorushika,Setting Sun,Boku no Kokoro no Yabai Yatsu,anime jrock
Yorushika,Shayou,Boku no Kokoro no Yabai Yatsu,anime jrock
Yorushika,That's why I gave up on music,,jrock
Yoshihiha Hirano & Hideki,L's Theme A,Death Note,anime
Yoshihiha Hirano & Hideki,L's Theme B,Death Note,anime
Yoshiki feat Hyde,Red Swan,Shingeki no Kyojin Attack on Titan,anime
Youko Oginome,Dancing Hero (eat you up),,jpop
Yousei no sousei,Kokou no sousei,,jrock
Yousei no sousei,Zetsubou plantation,,jrock
Yousei no sousei,Astral Dogma,,jrock
Yousei no sousei,Solitude,,jrock
Yousei no sousei,Kyouki Chinden,Mirai Nikki,anime
Yousei no sousei,Missing,,jrock
Yousei no sousei,The creator,Mirai Nikki,anime
Yousei no sousei,Kuusou Mythology,Mirai Nikki,anime
Yucha,Blackjack,Megurine Luka,vocaloid
YUI,Again,Fullmetal Alchemist,anime jrock
YUI,Rolling Star,Bleach,anime jrock
Yui Horie,Sugar Sweet Nightmare,Bakemonogatari,anime
Yui Nishio,Self-hug Big love,Reborn to Master the Blade,anime
Yuji Masubuchi,Kagekiyo,Taiko no Tatsujin,soundtrack
Yuji Masubuchi,Surfside Satie,Taiko no Tatsujin,soundtrack
Yuka Iguchi,Kaga Misaki,Kancolle,soundtrack
Yuka Iguchi,Platinum Disco,Nisemonogatari,anime
Yukari Tamura,Endless Story,C3: Cube x curse x curious,anime
Yuki Hayashi,You say run,Boku no Hero Academia,anime
Yukihana Lamy,Asuenokyokaisen,Vtube,jpop
Yukopi,Kyoufuu All Back (feat. Kaai Yuki),Kaai Yuki,vocaloid
Yumi Kawamura,Bloody Destiny,Persona,soundtrack
Yumi Matsuzawa,Chikyuugi,Saint Seiya Cavaleiros do Zodiaco,anime
Yunomi,Sky High,Kizuna Ai,
Yunomi,Koi no Uta,Tonikaku Kawaii sem bateria,anime
Yuugou,Pandemic,Gumi,vocaloid
Yuuyu,Tengaku,Kagamine Rin,vocaloid
Yuyoyuppe,Elis,Megurine Luka,vocaloid
Yuyoyuppe,Hidamari no Uta,Hatsune Miku,vocaloid
Yuyoyuppe,Leia,Megurine Luka,vocaloid
Yuzu,Hyouri Ittai,Hunter x hunter,anime
ZAQ,Dance in the game,Classroom of the Elite,anime
ZAQ,Seven Doors,Trinity Seven,anime
Zebrahead,Anthem,,rock
Zebrahead,The hell that is my life,,rock
Zebrahead,Playmate of the year,,rock
Zebrahead,The sweet escape,,rock
Zebrahead,Walk the plank,,rock
Zenta,24-hour Cinderella,Yakuza 0,soundtrack
Zezo,Decida,Decida Se vai embora ou fica comigo Se vai me respeitar como marido sem letra,Brasil
Zips,Izanami Toubatsu Senki,Gumi,vocaloid
Zoku Sayonara Zetsubou Sensei,Kuusou Rumba,Goku Sayonara Zetsubou Sensei,anime
Zone,Secret Base,Anohana sem bateria,anime
Zun,Bad Apple!!,Touhou Project,soundtrack
Zun,Border of Life,Touhou Project,soundtrack
Zun,Eternal Shrine Maiden,Touhou Project,soundtrack
Zun,The Maid and the pocket watch of blood,Touhou Project,soundtrack
Zun,Native faith,Touhou Project,soundtrack
Zun,Necrofantasia,Touhou Project,soundtrack
Zun,U.N. Owen was her?,Touhou Project,soundtrack
Zuntata,Daddy Mulk,Ninja Warriors,soundtrack
The Zutons,Valerie,,rock
